x,y,strength
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0007121521170136016,0.0,0.0007121484959498048
0.0026494368122173973,0.0,0.0026492513716220856
0.005833679045902198,0.0,0.005831710994243622
0.009593691012715897,0.0,0.009584987536072731
0.014134926634863397,0.0,0.01410728134214878
0.01939288710442527,0.0,0.01932205818593502
0.025725422599187215,0.0,0.025561673566699028
0.03294012887551578,0.0,0.03260014206171036
0.040853833129099446,0.0,0.040213070809841156
0.050896378310208754,0.0,0.04967654496431351
0.06140477607622405,0.0,0.05929749831557274
0.07539408513597749,0.0,0.07157853245735168
0.07703913415165846,0.0,0.0729789286851883
0.07703913415165846,0.0,0.0729789286851883
0.07703913415165846,0.0,0.0729789286851883
0.07703913415165846,0.0,0.0729789286851883
0.07703913415165846,0.0,0.0729789286851883
0.07703913415165846,0.0,0.0729789286851883
1.228495316687931,0.0,0.2731015980243683
1.238320097172699,-0.0003886077316942945,0.2862858772277832
1.2486921862653517,-0.0019665808094055867,0.30022990703582764
1.2691253685212778,-0.010533260431689714,0.32800817489624023
1.277030233367125,-0.016432208242148447,0.3389648199081421
1.28290658550857,-0.022120221356465228,0.34723013639450073
1.29728777633006,-0.04578913663477718,0.3683127164840698
1.3000286701512191,-0.05523084202169143,0.3726486563682556
1.30156189161484,-0.0633033096951802,0.37515807151794434
1.30156189161484,-0.0633033096951802,0.37515807151794434
1.3668585659407901,-0.47142606421950495,0.20981374382972717
1.3682071457094889,-0.4811814528989273,0.2024654746055603
1.369053853317209,-0.49099840725195476,0.1943562924861908
1.369254515980807,-0.5008396633929059,0.1853099763393402
1.3647538761257982,-0.5315680043778995,0.14990589022636414
1.3633697563768914,-0.5363111092717237,0.1435231864452362
1.3633697563768914,-0.5363111092717237,0.1435231864452362
1.3633697563768914,-0.5363111092717237,0.1435231864452362
1.3633697563768914,-0.5363111092717237,0.1435231864452362
1.3633697563768914,-0.5363111092717237,0.1435231864452362
1.3633697563768914,-0.5363111092717237,0.1435231864452362
1.3633697563768914,-0.5363111092717237,0.1435231864452362
1.3633697563768914,-0.5363111092717237,0.1435231864452362
0.8904040752507234,-2.108545878027397,0.10767686367034912
0.8874110866939555,-2.1179307474562017,0.10860574245452881
0.8839242010656719,-2.127127796305629,0.10985851287841797
0.8825659074313352,-2.130189008141127,0.1104438304901123
0.8659708102129718,-2.1543590032682545,0.12111961841583252
0.8625155490351697,-2.1578663693038034,0.12383008003234863
0.8625155490351697,-2.1578663693038034,0.12383008003234863
0.6717873455637712,-2.347545996968942,0.2472955584526062
0.6647015881604433,-2.3543964515676294,0.25175347924232483
0.6586204020071452,-2.3599118807197197,0.2559218108654022
0.6363798240122912,-2.376651591666715,0.2742058336734772
0.6349718612490206,-2.377556562752996,0.2754928469657898
0.527364965218779,-2.4466854482977394,0.3700719475746155
0.5189917965256836,-2.45189881094529,0.3769286572933197
0.48389502064084117,-2.46960677976825,0.4057583808898926
0.4777679683179951,-2.4720179526376183,0.4106725752353668
0.45100592649024535,-2.479643382472667,0.43129292130470276
0.44922431483334535,-2.479998739493767,0.43259161710739136
0.44922431483334535,-2.479998739493767,0.43259161710739136
0.44922431483334535,-2.479998739493767,0.43259161710739136
0.44922431483334535,-2.479998739493767,0.43259161710739136
0.44922431483334535,-2.479998739493767,0.43259161710739136
-0.404843399762434,-2.650123351981529,0.04451244696974754
-0.4144682049754446,-2.652142099343558,0.04660910367965698
-0.4240095146840577,-2.654498149139371,0.04888372868299484
-0.43183559878481387,-2.656944140108504,0.0507357195019722
-0.47393684251503027,-2.684516013827273,0.05417851358652115
-0.5029698633481685,-2.7784083145010574,-0.014050797559320927
-0.5009557997928594,-2.788036363441571,-0.025228600949048996
-0.4977940703012797,-2.797343859779546,-0.03674064576625824
-0.49339289062662184,-2.806141482653619,-0.04832829535007477
-0.48774016504554124,-2.8141783233379885,-0.059612005949020386
-0.48207856826709716,-2.820124402808951,-0.06850804388523102
-0.4742447083711515,-2.8260877111498144,-0.0781322494149208
-0.46240104526005427,-2.8316332339512447,-0.08841219544410706
-0.4154932867055448,-2.8245496487577646,-0.09245647490024567
-0.4079439029936792,-2.818234952197319,-0.08703911304473877
-0.40135040808587596,-2.8109465636492783,-0.08045122772455215
-0.40135040808587596,-2.8109465636492783,-0.08045122772455215
-0.21383974519582255,-2.5786703163653586,0.08692431449890137
-0.20683411720096576,-2.569572471551378,0.09028574824333191
-0.20131306214692277,-2.561404370790254,0.09261192381381989
-0.18641341338760575,-2.523463479065711,0.09320269525051117
-0.18495548553273716,-2.515379704774656,0.09143386781215668
-0.18495548553273716,-2.515379704774656,0.09143386781215668
-0.18495548553273716,-2.515379704774656,0.09143386781215668
-0.18495548553273716,-2.515379704774656,0.09143386781215668
-0.18495548553273716,-2.515379704774656,0.09143386781215668
-0.18495548553273716,-2.515379704774656,0.09143386781215668
-0.18495548553273716,-2.515379704774656,0.09143386781215668
-0.18495548553273716,-2.515379704774656,0.09143386781215668
0.057662065648270505,-1.0492944393042225,-0.057344697415828705
0.05932982327045903,-1.0395879155654577,-0.059071000665426254
0.060891989537324484,-1.0315260993393576,-0.06066511571407318
0.06159366949396488,-1.02831573564262,-0.06137533485889435
0.07049537788837842,-1.0002102226560114,-0.07027321308851242
0.07125977444541566,-0.9983499023541081,-0.0710340365767479
0.13162314945353754,-0.851560650743178,-0.12559935450553894
0.13556402627475606,-0.8425290059861283,-0.12835940718650818
0.13769184962330844,-0.83809829802937,-0.12984058260917664
0.15039495757746957,-0.8170803287803207,-0.13872238993644714
0.15529081066640463,-0.8104819392640169,-0.14212432503700256
0.1613346996053739,-0.8027050737817314,-0.14622703194618225
0.17059688206740903,-0.7912145065506114,-0.15226072072982788
0.18218224530346117,-0.7773485381671653,-0.1593542844057083
0.19605416917340185,-0.7611805647853745,-0.16714124381542206
0.202650794513246,-0.7538842134899566,-0.17065176367759705
0.20847809030931086,-0.7481247917069288,-0.17381657660007477
0.21218336284609324,-0.744887626995957,-0.17590376734733582
0.2360651383722083,-0.730750850175089,-0.19087272882461548
0.24223310415333993,-0.7284255688157316,-0.1950584352016449
0.24223310415333993,-0.7284255688157316,-0.1950584352016449
0.24223310415333993,-0.7284255688157316,-0.1950584352016449
0.24223310415333993,-0.7284255688157316,-0.1950584352016449
0.24223310415333993,-0.7284255688157316,-0.1950584352016449
0.24223310415333993,-0.7284255688157316,-0.1950584352016449
0.24223310415333993,-0.7284255688157316,-0.1950584352016449
0.24223310415333993,-0.7284255688157316,-0.1950584352016449
1.7171237561383008,-0.20070285044018932,0.49395784735679626
1.7247661527327272,-0.1978498885730006,0.48527833819389343
1.730841046092922,-0.195368415427383,0.47801750898361206
1.7663259822467394,-0.1750666899446117,0.4277704358100891
1.7715778188648663,-0.1710962108238328,0.4190642833709717
1.8031713654715602,-0.14254435726053688,0.35987499356269836
1.8097412773814483,-0.1352179343586399,0.3457731604576111
1.8157854801152922,-0.1274394179381981,0.3317130208015442
1.8211233506493418,-0.11917439653458674,0.3179020583629608
1.8255418400825547,-0.1104011340294289,0.3045992851257324
1.828791923491743,-0.10108082052630676,0.2920956015586853
1.8126673461676703,-0.0354906299418333,0.2514696717262268
1.753666177962345,-0.012279497830586336,0.3079602122306824
1.7438995280117167,-0.013587795024385667,0.3218720257282257
1.7374775839632017,-0.01499130536643075,0.3313964307308197
1.7374775839632017,-0.01499130536643075,0.3313964307308197
1.7374775839632017,-0.01499130536643075,0.3313964307308197
1.7374775839632017,-0.01499130536643075,0.3313964307308197
1.7374775839632017,-0.01499130536643075,0.3313964307308197
0.9230632139767148,-0.21291838961493864,-0.12172484397888184
0.913463200911445,-0.21508446224064623,-0.13031655550003052
