x,y,strength
0.0,0.0,0.0
0.05613597344055791,0.0014710207021507756,0.05451260134577751
0.12900380916384677,0.006003992806121971,0.11147494614124298
0.1928258322873758,0.011145912976600343,0.14026683568954468
0.24448658860445013,0.01629308456103891,0.14669613540172577
0.28260916756399596,0.01873041142776181,0.141753152012825
0.3351049391046646,0.020963952516021088,0.12257825583219528
0.38551354592164083,0.02468942977693406,0.09274930506944656
0.4237357655516255,0.028960029541102963,0.06444773823022842
0.46289744748555284,0.03530152645900818,0.03203651309013367
0.49985767497177364,0.04315094493347353,-0.00023515379871241748
0.5498169470997222,0.05663543584130841,-0.043904997408390045
0.586665311623975,0.06999781361667226,-0.07449501752853394
0.6213136221506612,0.08571017894825002,-0.10100390762090683
0.6556543979234521,0.1027835312300202,-0.12431154400110245
0.7019863686877653,0.1272743454005476,-0.14992015063762665
0.7456871684629838,0.15210428509432067,-0.16710595786571503
0.7778783469221482,0.17349631634757418,-0.17601442337036133
0.8194889734771601,0.2044653260291548,-0.1831689476966858
0.8612502344507809,0.23645962511937116,-0.18434873223304749
0.8904186567759631,0.2593647644174136,-0.18172229826450348
0.9208334171876941,0.2831126329803388,-0.1757470667362213
0.9624418683654392,0.31555486006182015,-0.16310907900333405
1.0021348390103926,0.3473949203198646,-0.14870727062225342
1.0407969879954329,0.38039503663256846,-0.13502460718154907
1.0795866390865188,0.41441284902098197,-0.11992567032575607
1.1090071677202042,0.44077889514748225,-0.10727621614933014
1.155718220377808,0.48520707891769943,-0.08641199767589569
1.1825891397774706,0.5114699696501218,-0.07382254302501678
1.2102361490558422,0.5383457846699043,-0.06042887270450592
1.2511197855980576,0.5715892822727906,-0.03927890956401825
1.2823575823509303,0.5926999112594121,-0.024365633726119995
1.3241591598837872,0.6223861640804711,-0.008654803037643433
1.3548164046103606,0.6480110203993862,0.00041869282722473145
1.390885337969601,0.6828150471645081,0.010746344923973083
1.418027999107212,0.7105454111277122,0.019210100173950195
1.453403397159338,0.74756490687443,0.031625375151634216
1.4801838381320558,0.7755385483487003,0.041774190962314606
1.5070146408645855,0.803565619034411,0.052451737225055695
1.534467472033487,0.8322322143429247,0.06361780315637589
1.57020820622562,0.8682274845645948,0.07656443119049072
1.6068166619251225,0.9036279255473761,0.08716115355491638
1.635843727214004,0.9294670903020185,0.09212875366210938
1.6653824833824729,0.9545512027663257,0.0950794517993927
1.694874448936704,0.979596199853148,0.09762966632843018
1.733858862957871,1.0126403701561042,0.1016545295715332
1.763400316810862,1.0376335367252467,0.10678603500127792
1.793614501871448,1.0632050549345415,0.11546632647514343
1.8324953106915896,1.095961593108911,0.13304930925369263
1.8635940958237158,1.1212100684037742,0.1517486721277237
1.9136264270574033,1.158512457249145,0.18731971085071564
1.9557428210024461,1.1884342831883108,0.22215813398361206
1.9886181278075354,1.211902381912306,0.25155889987945557
2.0285952538548506,1.2430954241860819,0.2898014485836029
2.0578204195912493,1.2665287792601974,0.31581684947013855
2.101677288631101,1.2935660361320829,0.3386319875717163
2.1478880896285286,1.3164405062423918,0.34727373719215393
2.1830469478872128,1.3337721594126275,0.3462978005409241
2.228254480337326,1.356928214386284,0.3342944383621216
2.2630809315594456,1.3741921574964382,0.31538891792297363
2.310248509427082,1.396620459718425,0.2769283056259155
